frame,x,y,w,h,confidence
1,634.5562744140625,52.90118408203125,175.66162109375,530.7951049804688,0.8282193541526794
1,120.85160064697266,116.26832580566406,114.33708953857422,432.02769470214844,0.7708143591880798
1,276.1780700683594,76.90464782714844,117.4678955078125,477.36769104003906,0.7700522541999817
1,436.29669189453125,54.62217712402344,157.92529296875,497.37208557128906,0.7287898659706116
1,380.15673828125,74.05134582519531,85.313232421875,477.3517303466797,0.5924785137176514
1,204.91973876953125,80.08563232421875,97.67254638671875,440.25592041015625,0.43299466371536255
2,627.25390625,53.0208740234375,182.66943359375,530.1488037109375,0.8102997541427612
2,280.601318359375,81.43243408203125,108.931884765625,473.70184326171875,0.7543244361877441
2,441.3996276855469,57.20159912109375,148.72683715820312,493.70013427734375,0.7529623508453369
2,122.20526885986328,114.03315734863281,112.42406463623047,434.49009704589844,0.7123091816902161
2,201.68807983398438,88.60395812988281,94.92266845703125,434.25596618652344,0.5780046582221985
2,373.121337890625,76.898681640625,94.4674072265625,475.3153076171875,0.5194790363311768
2,924.9610595703125,97.64317321777344,108.8463134765625,488.78395080566406,0.48906344175338745
2,571.3883056640625,59.73435974121094,87.252197265625,490.28663635253906,0.43050867319107056
2,584.9117431640625,95.78437805175781,84.068603515625,444.74974060058594,0.33919334411621094
3,627.7681274414062,52.3575439453125,187.6556396484375,529.4629516601562,0.7954227924346924
3,284.09375,81.19761657714844,110.0152587890625,472.96510314941406,0.7609796524047852
3,450.74169921875,53.43719482421875,143.4296875,496.05047607421875,0.7574426531791687
3,121.77328491210938,109.368408203125,119.0286865234375,439.0587158203125,0.756305992603302
3,197.77206420898438,100.6427001953125,95.2215576171875,413.882568359375,0.6393210887908936
3,356.96484375,81.61419677734375,110.258056640625,467.12158203125,0.5403879284858704
3,571.722900390625,63.33648681640625,87.108154296875,492.12811279296875,0.49344533681869507
3,927.896728515625,99.83154296875,97.2774658203125,479.731689453125,0.3474849760532379
4,629.97119140625,51.71893310546875,183.9705810546875,530.1570434570312,0.8012682795524597
4,283.56951904296875,81.97328186035156,111.8360595703125,471.61412048339844,0.7741795182228088
4,440.84429931640625,52.22576904296875,155.250732421875,496.89727783203125,0.7664174437522888
4,124.24624633789062,110.64201354980469,115.7972412109375,438.13087463378906,0.7292200922966003
4,193.26376342773438,83.76824951171875,101.17291259765625,433.91058349609375,0.5880730748176575
4,356.522216796875,81.13970947265625,114.6915283203125,466.7943115234375,0.5383148789405823
4,565.1964111328125,73.70953369140625,92.1854248046875,473.65264892578125,0.5349910855293274
4,728.8912353515625,89.4224853515625,95.021728515625,487.02044677734375,0.3437443673610687
5,452.94952392578125,52.04771423339844,144.5035400390625,491.81910705566406,0.7978268265724182
5,286.32330322265625,84.36265563964844,107.2689208984375,469.13209533691406,0.7685398459434509
5,627.8217163085938,51.72662353515625,186.740966796875,532.0970458984375,0.7673773765563965
5,112.8434066772461,112.42266845703125,123.42365264892578,434.39208984375,0.75212562084198
5,358.82501220703125,82.56095886230469,106.53228759765625,460.6595001220703,0.6046849489212036
5,560.298583984375,68.00921630859375,94.11181640625,477.45233154296875,0.5278195142745972
5,733.718017578125,89.75946044921875,95.3922119140625,484.63800048828125,0.49139049649238586
5,185.48806762695312,80.19026184082031,113.74526977539062,443.82701110839844,0.4845123887062073
5,238.211181640625,88.97967529296875,155.00079345703125,459.64141845703125,0.4014371931552887
5,73.46940612792969,113.19673156738281,62.50628662109375,318.17124938964844,0.3568107485771179
6,450.2629089355469,51.3441162109375,147.34915161132812,494.08251953125,0.8118832111358643
6,632.475341796875,52.707275390625,176.28564453125,528.2930908203125,0.7648783922195435
6,286.8240966796875,84.39778137207031,108.89605712890625,468.60618591308594,0.7607347369194031
6,98.68325805664062,121.93745422363281,137.6419677734375,426.15342712402344,0.7502313852310181
6,364.06671142578125,88.05908203125,110.4017333984375,437.06134033203125,0.5982795357704163
6,731.2325439453125,87.15687561035156,100.255126953125,485.09800720214844,0.4987730085849762
6,71.80221557617188,112.531982421875,61.913970947265625,318.04638671875,0.4916558265686035
6,557.888427734375,75.57281494140625,106.7581787109375,468.81243896484375,0.4403282403945923
6,0.1554718017578125,109.80625915527344,86.72544860839844,412.91395568847656,0.3348485231399536
7,437.8720703125,51.80487060546875,160.3648681640625,493.77294921875,0.7985495924949646
7,287.687255859375,83.93006896972656,114.5787353515625,468.11643981933594,0.7819352746009827
7,634.4344482421875,53.23797607421875,175.94970703125,526.0682373046875,0.7655108571052551
7,91.7052001953125,118.97393798828125,144.66085815429688,429.1253662109375,0.745003342628479
7,362.4190368652344,80.8148193359375,109.1551513671875,449.3499755859375,0.5526347160339355
7,74.73184204101562,112.18038940429688,57.11920166015625,318.59234619140625,0.47670572996139526
7,730.303955078125,84.93365478515625,98.296630859375,483.58111572265625,0.467185378074646
7,560.7597045898438,55.02204895019531,82.8486328125,494.03257751464844,0.379787802696228
7,227.70738220214844,77.82293701171875,77.55006408691406,345.97412109375,0.3534795343875885
7,916.632080078125,103.94622802734375,87.710693359375,477.817626953125,0.3254930078983307
8,438.6424560546875,53.71583557128906,162.641357421875,492.08091735839844,0.7963173985481262
8,290.200927734375,80.47743225097656,111.618408203125,472.99961853027344,0.7629690170288086
8,635.2310180664062,54.554931640625,180.4559326171875,524.45361328125,0.7628010511398315
8,91.06232452392578,115.2413330078125,148.29558563232422,432.7041015625,0.510718584060669
8,219.15774536132812,78.69609069824219,84.2431640625,355.30335998535156,0.5038772225379944
8,724.345947265625,82.11712646484375,102.415771484375,496.281005859375,0.4847274422645569
8,76.74899291992188,112.81427001953125,53.566741943359375,313.265380859375,0.4587709307670593
8,554.43115234375,54.48687744140625,104.8511962890625,493.11871337890625,0.39712095260620117
8,91.27874755859375,115.0933837890625,211.5701904296875,432.4434814453125,0.39691102504730225
8,924.0650634765625,85.32232666015625,96.609619140625,492.5518798828125,0.390924870967865
8,363.99139404296875,71.86444091796875,112.7841796875,456.8389892578125,0.38716816902160645
8,600.0394897460938,97.01683044433594,72.114501953125,436.08045959472656,0.3428371548652649
8,0.11775970458984375,105.58409118652344,100.77415466308594,414.49085998535156,0.32168418169021606
9,435.828369140625,50.917724609375,167.3341064453125,499.2720947265625,0.8010978698730469
9,290.406005859375,76.25938415527344,112.4129638671875,478.20082092285156,0.7529981136322021
9,634.6639404296875,55.92926025390625,179.93798828125,524.3519287109375,0.7481698989868164
9,221.94659423828125,77.92437744140625,81.83380126953125,426.3857421875,0.5892422199249268
9,91.07218933105469,115.30712890625,148.09658813476562,431.9129638671875,0.5553668141365051
9,590.0061645507812,105.1517333984375,80.7740478515625,427.63287353515625,0.5345834493637085
9,921.4501953125,70.97776794433594,118.9544677734375,509.00489807128906,0.5278922915458679
9,727.1973876953125,83.71929931640625,100.81689453125,492.20391845703125,0.506621241569519
9,381.0469055175781,81.28646850585938,102.40863037109375,397.42779541015625,0.41674181818962097
9,0.20989227294921875,106.75933837890625,103.7095718383789,411.97344970703125,0.3826538324356079
9,85.63805389404297,111.32220458984375,213.72376251220703,433.92816162109375,0.36043769121170044
9,70.39453125,112.55609130859375,60.001434326171875,309.10223388671875,0.3450210988521576
10,442.3794860839844,53.02015686035156,164.47683715820312,496.37986755371094,0.7754675149917603
10,288.4633483886719,75.88029479980469,166.34698486328125,476.44728088378906,0.7678269147872925
10,633.7745971679688,56.52508544921875,183.8348388671875,523.6271362304688,0.7238481640815735
10,224.14199829101562,77.8756103515625,80.5113525390625,410.025634765625,0.6800752282142639
10,399.5830078125,79.07142639160156,84.7606201171875,397.67881774902344,0.6022990345954895
10,921.4127197265625,72.43646240234375,123.660400390625,507.49774169921875,0.5688566565513611
10,106.12139892578125,116.82598876953125,176.45306396484375,428.02911376953125,0.5432313084602356
10,579.572021484375,105.54112243652344,92.2568359375,428.25233459472656,0.5103594660758972
10,729.18994140625,88.76629638671875,95.7462158203125,489.5467529296875,0.4724681079387665
10,0.07025146484375,107.4969482421875,108.36013793945312,410.2799072265625,0.4088095426559448
10,689.7608642578125,64.89215087890625,132.6728515625,518.7662353515625,0.3101733922958374
11,452.4893798828125,53.376220703125,152.558349609375,498.26397705078125,0.797747015953064
11,643.1656494140625,56.1292724609375,176.376220703125,523.8811645507812,0.7682473659515381
11,290.53424072265625,76.88104248046875,149.00701904296875,475.3638916015625,0.7260537147521973
11,222.67303466796875,77.51910400390625,82.2576904296875,405.0345458984375,0.7104002833366394
11,106.23056030273438,101.6724853515625,183.15130615234375,441.05694580078125,0.660430371761322
11,925.81005859375,84.74664306640625,118.813720703125,470.04010009765625,0.5529561042785645
11,393.9903869628906,81.9354248046875,93.57049560546875,416.02435302734375,0.5460425615310669
11,729.6572265625,83.42742919921875,95.173095703125,492.76995849609375,0.47016653418540955
11,572.4903564453125,102.874755859375,97.65283203125,429.639404296875,0.38583946228027344
11,0.0,107.88592529296875,108.74951171875,407.95489501953125,0.38459765911102295
12,452.30865478515625,53.56700134277344,152.6788330078125,498.98634338378906,0.7882965207099915
12,293.16705322265625,76.06874084472656,134.8341064453125,475.30259704589844,0.7769652009010315
12,649.2505493164062,54.83331298828125,175.38623046875,525.4608764648438,0.7450571656227112
12,223.98736572265625,77.1820068359375,82.35888671875,418.02703857421875,0.7283111810684204
12,110.02073669433594,106.81695556640625,133.13424682617188,437.8709716796875,0.7057889103889465
12,925.8465576171875,84.9171142578125,119.3436279296875,467.8851318359375,0.6411165595054626
12,397.546630859375,83.2645263671875,88.199462890625,431.984130859375,0.5356759428977966
12,564.9448852539062,69.90638732910156,100.648681640625,475.83653259277344,0.38047343492507935
12,597.5135498046875,92.57832336425781,94.0609130859375,459.29002380371094,0.3402024507522583
12,0.008270263671875,106.49864196777344,111.97364807128906,405.77772521972656,0.32335683703422546
13,293.98883056640625,75.06329345703125,121.4320068359375,475.6175537109375,0.7961273193359375
13,455.7738342285156,52.65028381347656,152.69039916992188,497.21495056152344,0.7908669114112854
13,646.6591186523438,53.855712890625,181.3753662109375,527.9673461914062,0.7564040422439575
13,225.75778198242188,77.93585205078125,82.006591796875,418.11163330078125,0.7437548637390137
13,110.10269165039062,109.44761657714844,132.97015380859375,436.64247131347656,0.7127888202667236
